"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z061","2019-09-27 00:00:00","174.000","127.000","0.400","23.200","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","31.700","","19.800",""
"C0M730","2019-09-27 00:00:00","40.000","0.000","0.000","25.800","-99.000","1010.900","","0.000","-99.000","-99.000","-99.000","34.400","","22.900",""
"C0U750","2019-09-27 00:00:00","398.000","29.000","5.200","21.600","1.000","973.100","","7.000","-99.000","-99.000","-99.000","22.600","","19.900",""
"C0A650","2019-09-27 00:00:00","287.000","31.000","1.800","22.400","0.990","985.800","","30.000","-99.000","-99.000","-99.000","24.000","","18.400",""
"C0K400","2019-09-27 00:00:00","65.000","0.000","0.000","24.800","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","31.600","","21.800",""
"C0I370","2019-09-27 00:00:00","671.000","0.000","0.000","21.300","0.900","942.800","","0.000","-99.000","-99.000","-99.000","28.800","","18.600",""
"C0S750","2019-09-27 00:00:00","2280.000","268.000","1.200","10.200","0.970","779.500","","0.000","-99.000","-99.000","-99.000","19.100","","9.200",""
"C0R650","2019-09-27 00:00:00","29.000","43.000","0.800","25.000","0.910","1014.100","","0.000","-99.000","-99.000","-99.000","31.900","","24.300",""
"C0E740","2019-09-27 00:00:00","27.000","72.000","0.800","25.000","0.870","1012.800","","0.000","-99.000","-99.000","-99.000","30.400","","18.900",""
"C0AI20","2019-09-27 00:00:00","25.000","63.000","7.000","25.300","0.870","1015.400","","0.500","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0E550","2019-09-27 00:00:00","84.000","0.000","0.100","22.600","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","28.900","","18.800",""
"C0X060","2019-09-27 00:00:00","19.000","353.000","1.500","24.500","0.920","1015.800","","0.000","-99.000","-99.000","-99.000","32.000","","21.300",""
"C1R320","2019-09-27 00:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-27 00:00:00","31.000","74.000","0.500","26.100","0.830","1012.700","","0.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0AC60","2019-09-27 00:00:00","55.000","86.000","0.700","24.600","0.970","1011.900","","1.000","-99.000","-99.000","-99.000","29.500","","23.500",""
"C0UA70","2019-09-27 00:00:00","547.000","55.000","7.700","21.000","0.990","957.900","","22.500","-99.000","-99.000","-99.000","22.200","","19.500",""
"C0G740","2019-09-27 00:00:00","24.000","24.000","1.400","25.100","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","29.900","","21.900",""
"C0F9N0","2019-09-27 00:00:00","75.000","119.000","0.500","26.000","0.870","1007.600","","0.000","-99.000","-99.000","-99.000","32.100","","23.600",""
"C0F9T0","2019-09-27 00:00:00","111.000","328.000","1.200","24.500","0.890","1003.600","","0.000","-99.000","-99.000","-99.000","30.300","","22.300",""
"C0S710","2019-09-27 00:00:00","382.000","42.000","1.600","22.100","0.870","975.600","","0.000","-99.000","-99.000","-99.000","28.800","","19.000",""
"C0M680","2019-09-27 00:00:00","37.000","0.000","0.000","24.900","0.910","1013.600","","0.000","-99.000","-99.000","-99.000","32.200","","21.800",""
"C0X220","2019-09-27 00:00:00","26.000","185.000","1.100","25.000","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","30.000","","22.500",""
"C0R560","2019-09-27 00:00:00","22.000","23.000","0.300","26.500","0.780","1013.900","","0.000","-99.000","-99.000","-99.000","30.900","","24.600",""
"C0F9P0","2019-09-27 00:00:00","26.000","34.000","3.100","24.700","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","28.800","","22.000",""
"C0O970","2019-09-27 00:00:00","71.000","76.000","0.300","23.300","1.000","1008.600","","0.000","-99.000","-99.000","-99.000","32.900","","21.400",""
"C0F0B0","2019-09-27 00:00:00","311.000","0.000","0.200","23.400","0.960","981.300","","0.000","-99.000","-99.000","-99.000","29.100","","19.800",""
"C0R700","2019-09-27 00:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-09-27 00:00:00","34.000","32.000","4.200","27.000","0.820","1012.700","","0.000","-99.000","-99.000","-99.000","28.800","","25.300",""
"C0SA10","2019-09-27 00:00:00","411.000","359.000","1.000","22.100","0.950","971.200","","0.000","-99.000","-99.000","-99.000","30.500","","19.700",""
"C0M740","2019-09-27 00:00:00","15.000","0.000","0.200","25.100","0.890","1013.800","","0.000","-99.000","-99.000","-99.000","31.400","","21.400",""
"C0K460","2019-09-27 00:00:00","60.000","357.000","2.100","24.900","0.870","1008.400","","0.000","-99.000","-99.000","-99.000","31.700","","22.000",""
"C0X100","2019-09-27 00:00:00","10.000","17.000","2.400","26.000","0.950","1013.400","","0.000","-99.000","-99.000","-99.000","31.700","","23.900",""
"C1R440","2019-09-27 00:00:00","1654.000","40.000","7.600","15.500","0.820","838.100","","0.000","13.900","39.000","","18.900","","12.900",""
"C0K560","2019-09-27 00:00:00","117.000","116.000","0.500","24.000","0.940","1003.500","","0.000","-99.000","-99.000","-99.000","31.800","","21.500",""
"C0R150","2019-09-27 00:00:00","105.000","106.000","1.400","24.700","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","33.800","","23.700",""
"C0S690","2019-09-27 00:00:00","522.000","28.000","1.000","21.100","0.930","958.800","","0.000","-99.000","-99.000","-99.000","34.500","","18.900",""
"C0U870","2019-09-27 00:00:00","474.000","86.000","0.700","21.700","0.940","966.100","","8.500","-99.000","-99.000","-99.000","25.300","","19.400",""
"C0A520","2019-09-27 00:00:00","48.000","56.000","3.900","25.200","0.890","1013.200","","0.500","-99.000","-99.000","-99.000","28.600","","23.800",""
"C0X130","2019-09-27 00:00:00","27.000","16.000","0.900","26.100","1.000","1012.900","","0.000","-99.000","-99.000","-99.000","33.000","","23.200",""
"C0V400","2019-09-27 00:00:00","56.000","68.000","1.500","25.200","0.900","1009.100","","0.000","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0UA40","2019-09-27 00:00:00","1121.000","70.000","1.700","18.500","0.990","895.700","","154.500","-99.000","-99.000","-99.000","22.100","","15.000",""
"C0G720","2019-09-27 00:00:00","50.000","1.000","0.900","24.700","0.890","1010.000","","0.000","-99.000","-99.000","-99.000","31.000","","22.000",""
"C0G890","2019-09-27 00:00:00","24.000","23.000","2.900","25.300","0.960","1013.200","","0.000","-99.000","-99.000","-99.000","29.400","","22.600",""
"C0I540","2019-09-27 00:00:00","3344.000","117.000","6.300","6.800","1.000","688.200","","-99.000","-99.000","-99.000","-99.000","14.300","","4.500",""
"C0K390","2019-09-27 00:00:00","31.000","43.000","1.100","24.800","0.890","1012.600","","0.000","-99.000","-99.000","-99.000","31.500","","21.800",""
"C0T9A0","2019-09-27 00:00:00","498.000","313.000","0.600","20.800","0.990","962.700","","5.000","-99.000","-99.000","-99.000","28.500","","18.300",""
"C0AH40","2019-09-27 00:00:00","426.000","54.000","3.900","22.400","0.960","970.400","","13.500","-99.000","-99.000","-99.000","23.700","","22.000",""
"C0X280","2019-09-27 00:00:00","22.000","57.000","2.200","25.300","0.910","1014.100","","0.000","-99.000","-99.000","-99.000","29.700","","22.800",""
"C0V620","2019-09-27 00:00:00","18.000","22.000","0.900","25.600","0.870","1014.200","","0.000","-99.000","-99.000","-99.000","29.800","","24.000",""
"C0H960","2019-09-27 00:00:00","120.000","224.000","0.800","26.000","0.910","1001.000","","0.000","-99.000","-99.000","-99.000","32.800","","22.600",""
"C0M530","2019-09-27 00:00:00","1385.000","93.000","0.800","16.300","0.960","872.700","","0.000","-99.000","-99.000","-99.000","21.300","","14.400",""
"C0R170","2019-09-27 00:00:00","26.000","0.000","0.000","24.200","1.000","1013.200","","0.000","-99.000","-99.000","-99.000","32.300","","23.400",""
"C0I420","2019-09-27 00:00:00","305.000","0.000","0.000","23.600","0.900","981.900","","0.000","-99.000","-99.000","-99.000","31.100","","20.500",""
"C0A930","2019-09-27 00:00:00","216.000","142.000","1.000","23.100","1.000","993.100","","14.000","-99.000","-99.000","-99.000","23.400","","21.900",""
"C0F9M0","2019-09-27 00:00:00","230.000","302.000","0.700","23.900","0.970","989.900","","0.000","-99.000","-99.000","-99.000","29.500","","21.700",""
"C0AC40","2019-09-27 00:00:00","1079.000","247.000","3.000","17.100","0.970","897.800","","36.000","10.400","130.000","","18.400","","16.000",""
"C0AI00","2019-09-27 00:00:00","188.000","42.000","0.700","24.100","0.870","996.800","","0.500","-99.000","-99.000","-99.000","28.100","","22.000",""
"C0T9M0","2019-09-27 00:00:00","92.000","315.000","2.500","25.200","0.870","1008.700","","0.000","-99.000","-99.000","-99.000","30.700","","22.300",""
"C0K430","2019-09-27 00:00:00","30.000","24.000","1.400","24.400","0.910","1013.600","","0.000","-99.000","-99.000","-99.000","30.400","","21.100",""
"C0Z170","2019-09-27 00:00:00","199.000","0.000","0.000","23.700","0.860","997.200","","0.000","-99.000","-99.000","-99.000","30.500","","20.300",""
"C0Z100","2019-09-27 00:00:00","36.000","322.000","0.300","23.600","0.980","1015.900","","13.000","-99.000","-99.000","-99.000","30.400","","19.500",""
"C0U710","2019-09-27 00:00:00","1942.000","108.000","0.600","13.300","0.990","813.600","","0.000","-99.000","-99.000","-99.000","15.600","","10.400",""
"C0SA30","2019-09-27 00:00:00","92.000","335.000","1.400","25.700","0.750","1007.900","","0.000","-99.000","-99.000","-99.000","28.800","","21.900",""
"C0G730","2019-09-27 00:00:00","27.000","22.000","1.400","24.300","0.950","1013.800","","0.000","-99.000","-99.000","-99.000","29.800","","21.000",""
"C0Z300","2019-09-27 00:00:00","182.000","46.000","0.300","23.500","0.990","999.000","","0.000","-99.000","-99.000","-99.000","30.200","","19.800",""
"C0H9A0","2019-09-27 00:00:00","1595.000","171.000","0.300","15.500","0.930","850.700","","0.000","-99.000","-99.000","-99.000","25.400","","13.700",""
"C0S840","2019-09-27 00:00:00","22.000","53.000","2.900","26.900","0.810","1015.900","","0.000","-99.000","-99.000","-99.000","30.000","","21.200",""
"C0Z150","2019-09-27 00:00:00","27.000","253.000","1.500","24.300","0.970","1015.600","","24.500","-99.000","-99.000","-99.000","29.200","","20.900",""
"C0W170","2019-09-27 00:00:00","42.000","39.000","5.400","24.400","0.760","1014.000","","0.000","-99.000","-99.000","-99.000","25.900","","23.400",""
"C0E540","2019-09-27 00:00:00","32.000","44.000","2.400","25.200","0.830","1013.200","","0.000","-99.000","-99.000","-99.000","29.900","","19.100",""
"C0D660","2019-09-27 00:00:00","65.000","65.000","2.300","25.200","0.800","1009.300","","0.000","-99.000","-99.000","-99.000","28.300","","22.300",""
"C0U650","2019-09-27 00:00:00","442.000","284.000","1.400","20.900","0.990","969.700","","67.500","-99.000","-99.000","-99.000","26.700","","19.200",""
"C0G810","2019-09-27 00:00:00","26.000","355.000","0.700","25.800","0.880","1012.500","","0.000","-99.000","-99.000","-99.000","32.200","","23.000",""
"C0F9Z0","2019-09-27 00:00:00","3193.000","177.000","2.200","8.800","0.630","701.700","","0.000","-99.000","-99.000","-99.000","15.800","","6.700",""
"C0M410","2019-09-27 00:00:00","245.000","0.000","0.000","23.400","1.000","985.000","","0.000","-99.000","-99.000","-99.000","31.600","","21.100",""
"C0I410","2019-09-27 00:00:00","180.000","168.000","0.600","24.300","0.910","995.400","","0.000","-99.000","-99.000","-99.000","31.200","","21.100",""
"C0K250","2019-09-27 00:00:00","12.000","31.000","0.700","23.700","0.940","1014.900","","0.000","-99.000","-99.000","-99.000","32.100","","19.600",""
"C0AH80","2019-09-27 00:00:00","68.000","42.000","0.800","23.300","0.970","1010.500","","1.500","-99.000","-99.000","-99.000","27.400","","20.800",""
"C0V640","2019-09-27 00:00:00","35.000","36.000","1.800","25.900","0.870","1012.200","","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0S920","2019-09-27 00:00:00","98.000","0.000","0.000","23.400","0.940","1001.400","","0.000","-99.000","-99.000","-99.000","29.900","","21.200",""
"C0S830","2019-09-27 00:00:00","288.000","281.000","0.800","24.900","0.780","986.600","","0.000","-99.000","-99.000","-99.000","30.700","","22.200",""
"C0V800","2019-09-27 00:00:00","256.000","290.000","0.400","23.400","0.890","985.700","","0.000","-99.000","-99.000","-99.000","32.200","","22.700",""
"C0R140","2019-09-27 00:00:00","740.000","29.000","0.300","20.500","0.880","936.500","","0.000","-99.000","-99.000","-99.000","27.300","","19.700",""
"C0K410","2019-09-27 00:00:00","20.000","20.000","1.200","24.900","0.890","1013.000","","0.000","-99.000","-99.000","-99.000","31.400","","22.000",""
"C0F000","2019-09-27 00:00:00","273.000","94.000","0.500","23.000","1.000","983.700","","0.000","-99.000","-99.000","-99.000","28.900","","20.300",""
"C0W150","2019-09-27 00:00:00","42.000","56.000","3.400","25.400","0.660","1014.600","","0.000","-99.000","-99.000","-99.000","30.100","","23.100",""
"C0AH90","2019-09-27 00:00:00","660.000","0.000","0.000","20.200","0.990","947.500","","39.500","-99.000","-99.000","-99.000","23.800","","15.200",""
"C0F9K0","2019-09-27 00:00:00","30.000","36.000","1.300","24.300","0.870","1011.300","","0.000","-99.000","-99.000","-99.000","28.000","","21.900",""
"C0H990","2019-09-27 00:00:00","3076.000","39.000","0.500","8.000","0.930","711.200","","0.000","-99.000","-99.000","-99.000","15.500","","5.600",""
"C0V260","2019-09-27 00:00:00","126.000","60.000","1.100","24.200","0.870","1002.300","","0.000","-99.000","-99.000","-99.000","35.200","","23.400",""
"C0S970","2019-09-27 00:00:00","19.000","30.000","0.900","26.500","0.740","1014.500","","0.000","-99.000","-99.000","-99.000","29.100","","22.800",""
"C0U940","2019-09-27 00:00:00","25.000","155.000","1.500","22.700","0.990","1017.000","","80.500","-99.000","-99.000","-99.000","30.200","","20.800",""
"C0A860","2019-09-27 00:00:00","362.000","36.000","3.500","21.800","0.990","977.800","","89.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0I480","2019-09-27 00:00:00","2165.000","0.000","0.000","11.300","0.940","793.600","","0.000","-99.000","-99.000","-99.000","19.600","","9.600",""
"CM0150","2019-09-27 00:00:00","11.000","357.000","0.700","24.600","0.820","1015.800","","0.000","-99.000","-99.000","-99.000","29.600","","22.100",""
"C0X080","2019-09-27 00:00:00","2.000","43.000","1.200","25.000","0.930","1015.900","","0.000","-99.000","-99.000","-99.000","33.200","","22.000",""
"C0AH00","2019-09-27 00:00:00","38.000","99.000","2.000","24.300","1.000","1014.100","","14.000","-99.000","-99.000","-99.000","26.100","","22.700",""
"C0V700","2019-09-27 00:00:00","24.000","19.000","1.500","27.400","0.750","1012.400","","0.000","-99.000","-99.000","-99.000","31.400","","26.400",""
"C0AD00","2019-09-27 00:00:00","86.000","52.000","1.700","25.300","0.820","1009.300","","17.000","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0O900","2019-09-27 00:00:00","9.000","2.000","1.200","25.000","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","32.400","","22.200",""
"C0R570","2019-09-27 00:00:00","37.000","3.000","0.700","26.200","0.810","1010.700","","0.000","-99.000","-99.000","-99.000","32.400","","24.600",""
"C0AG90","2019-09-27 00:00:00","25.000","91.000","0.600","25.600","0.850","1016.300","","0.000","-99.000","-99.000","-99.000","28.600","","23.700",""
"C0V760","2019-09-27 00:00:00","30.000","72.000","1.100","26.100","0.850","1013.300","","0.000","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0T9I0","2019-09-27 00:00:00","152.000","169.000","0.500","23.000","0.920","1001.900","","0.500","-99.000","-99.000","-99.000","29.100","","20.000",""
"C0O980","2019-09-27 00:00:00","18.000","18.000","0.800","24.600","0.940","1015.000","","0.000","-99.000","-99.000","-99.000","33.500","","21.900",""
"C0R270","2019-09-27 00:00:00","51.000","12.000","1.000","24.300","0.940","1009.100","","0.000","-99.000","-99.000","-99.000","31.100","","23.400",""
"C0T9H0","2019-09-27 00:00:00","725.000","352.000","2.800","20.700","0.990","938.400","","3.000","-99.000","-99.000","-99.000","29.100","","17.700",""
"C0A660","2019-09-27 00:00:00","97.000","62.000","1.300","24.400","1.000","1007.100","","64.000","-99.000","-99.000","-99.000","24.500","","20.700",""
"C0A890","2019-09-27 00:00:00","40.000","0.000","0.000","23.700","0.940","1013.500","","67.500","-99.000","-99.000","-99.000","24.200","","19.800",""
"C0O840","2019-09-27 00:00:00","134.000","0.000","0.200","23.700","1.000","999.300","","0.000","-99.000","-99.000","-99.000","30.900","","21.500",""
"C0R530","2019-09-27 00:00:00","16.000","86.000","1.700","25.500","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","28.400","","24.300",""
"C0G870","2019-09-27 00:00:00","12.000","18.000","1.500","25.400","0.890","1015.600","","0.000","-99.000","-99.000","-99.000","30.000","","21.600",""
"C0M820","2019-09-27 00:00:00","980.000","96.000","0.300","18.500","0.900","910.000","","0.000","-99.000","-99.000","-99.000","25.100","","16.300",""
"C0F9S0","2019-09-27 00:00:00","43.000","354.000","1.500","25.500","0.820","1011.300","","0.000","-99.000","-99.000","-99.000","31.000","","23.200",""
"C0R160","2019-09-27 00:00:00","45.000","99.000","0.500","24.800","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","31.300","","23.000",""
"C0A950","2019-09-27 00:00:00","60.000","65.000","9.000","25.900","0.790","1012.000","","2.500","-99.000","-99.000","-99.000","25.900","","24.700",""
"C0F9L0","2019-09-27 00:00:00","253.000","23.000","1.700","24.200","0.940","987.300","","0.000","-99.000","-99.000","-99.000","29.600","","20.900",""
"C0R550","2019-09-27 00:00:00","38.000","99.000","1.300","24.200","0.950","1012.200","","0.000","-99.000","-99.000","-99.000","31.700","","23.100",""
"C0V530","2019-09-27 00:00:00","34.000","51.000","1.100","25.000","1.000","1011.900","","0.000","-99.000","-99.000","-99.000","31.500","","23.100",""
"C0M670","2019-09-27 00:00:00","43.000","5.000","0.400","25.200","0.900","1010.700","","0.000","-99.000","-99.000","-99.000","32.500","","22.400",""
"C0A880","2019-09-27 00:00:00","6.000","84.000","2.300","24.800","0.830","1016.200","","0.000","-99.000","-99.000","-99.000","25.400","","20.100",""
"C0S950","2019-09-27 00:00:00","415.000","226.000","1.400","22.200","0.920","970.400","","0.000","-99.000","-99.000","-99.000","27.600","","19.500",""
"C0X190","2019-09-27 00:00:00","10.000","19.000","1.800","25.600","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","31.300","","23.400",""
"C0V500","2019-09-27 00:00:00","6.000","355.000","0.600","27.500","0.760","1014.000","","0.000","-99.000","-99.000","-99.000","29.300","","26.300",""
"CM0160","2019-09-27 00:00:00","196.000","118.000","0.700","23.600","0.930","999.300","","0.000","-99.000","-99.000","-99.000","32.700","","23.600",""
"C0V350","2019-09-27 00:00:00","36.000","272.000","1.300","24.100","0.900","1013.000","","0.000","-99.000","-99.000","-99.000","32.500","","22.800",""
"C0W120","2019-09-27 00:00:00","58.000","21.000","6.900","24.600","0.860","1010.200","","0.000","-99.000","-99.000","-99.000","25.800","","23.700",""
"C0D390","2019-09-27 00:00:00","146.000","0.000","0.000","23.800","0.900","998.900","","0.000","-99.000","-99.000","-99.000","30.300","","19.200",""
"C0E430","2019-09-27 00:00:00","258.000","0.000","0.000","21.600","0.970","990.900","","0.000","-99.000","-99.000","-99.000","30.700","","18.900",""
"C0O990","2019-09-27 00:00:00","18.000","347.000","0.600","25.000","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","32.300","","23.000",""
"CM0010","2019-09-27 00:00:00","68.000","41.000","1.400","24.200","0.850","1011.300","","4.000","-99.000","-99.000","-99.000","25.900","","22.800",""
"C0K500","2019-09-27 00:00:00","12.000","20.000","0.800","24.600","0.930","1013.700","","0.000","-99.000","-99.000","-99.000","31.100","","21.500",""
"C0X260","2019-09-27 00:00:00","39.000","26.000","0.600","24.800","0.910","1012.300","","0.000","-99.000","-99.000","-99.000","32.700","","21.700",""
"C0ACA0","2019-09-27 00:00:00","25.000","77.000","1.800","25.400","0.790","1014.600","","0.000","-99.000","-99.000","-99.000","27.800","","24.000",""
"C0X180","2019-09-27 00:00:00","62.000","0.000","0.000","24.600","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","31.800","","22.500",""
"C0F930","2019-09-27 00:00:00","100.000","196.000","0.400","24.500","1.000","1004.600","","0.000","-99.000","-99.000","-99.000","31.100","","20.400",""
"C0I010","2019-09-27 00:00:00","1562.000","89.000","0.700","16.400","0.770","853.000","","0.000","-99.000","-99.000","-99.000","25.100","","15.300",""
"C0R190","2019-09-27 00:00:00","32.000","0.000","0.100","23.800","0.970","1011.700","","0.000","-99.000","-99.000","-99.000","31.800","","23.100",""
"C0E420","2019-09-27 00:00:00","19.000","44.000","1.900","25.000","0.810","1012.600","","0.000","-99.000","-99.000","-99.000","28.700","","19.600",""
"C0W160","2019-09-27 00:00:00","49.000","48.000","15.300","24.900","0.830","1009.000","","0.000","-99.000","-99.000","-99.000","25.500","","23.100",""
"C0I460","2019-09-27 00:00:00","110.000","192.000","1.600","25.200","0.890","1003.800","","0.000","-99.000","-99.000","-99.000","31.300","","22.100",""
"C0F9A0","2019-09-27 00:00:00","425.000","205.000","0.800","23.200","0.970","968.100","","0.000","-99.000","-99.000","-99.000","30.900","","21.000",""
"C0O950","2019-09-27 00:00:00","4.000","0.000","0.000","25.200","0.900","1015.000","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0M760","2019-09-27 00:00:00","40.000","331.000","0.600","25.200","0.990","1011.800","","0.000","-99.000","-99.000","-99.000","31.800","","22.400",""
"C0AH70","2019-09-27 00:00:00","34.000","85.000","2.300","24.800","0.810","1014.900","","3.000","-99.000","-99.000","-99.000","27.900","","24.000",""
"C0V250","2019-09-27 00:00:00","298.000","104.000","0.300","21.300","0.970","982.700","","0.000","-99.000","-99.000","-99.000","31.200","","20.700",""
"C0U980","2019-09-27 00:00:00","573.000","12.000","1.500","21.100","0.990","955.500","","5.000","-99.000","-99.000","-99.000","23.100","","18.700",""
"C0S740","2019-09-27 00:00:00","289.000","1.000","1.300","22.500","0.960","986.100","","0.000","-99.000","-99.000","-99.000","29.900","","18.700",""
"C0A940","2019-09-27 00:00:00","49.000","63.000","2.300","24.800","0.860","1013.800","","8.000","8.200","80.000","","25.800","","23.300",""
"C0A920","2019-09-27 00:00:00","196.000","62.000","3.200","23.400","1.000","995.900","","7.500","-99.000","-99.000","-99.000","23.700","","22.400",""
"C0T870","2019-09-27 00:00:00","135.000","31.000","0.400","22.700","0.970","1003.000","","3.000","-99.000","-99.000","-99.000","29.900","","17.800",""
"C0O930","2019-09-27 00:00:00","69.000","62.000","0.500","22.800","1.000","1009.100","","0.000","-99.000","-99.000","-99.000","31.800","","20.900",""
"C0AI40","2019-09-27 00:00:00","37.000","35.000","1.000","25.900","0.740","1014.500","","1.500","-99.000","-99.000","-99.000","27.600","","24.000",""
"C0C460","2019-09-27 00:00:00","482.000","0.000","0.000","20.600","0.980","964.200","","1.000","-99.000","-99.000","-99.000","29.000","","19.900",""
"C0E520","2019-09-27 00:00:00","320.000","0.000","0.100","21.700","1.000","980.700","","0.000","-99.000","-99.000","-99.000","31.000","","17.600",""
"C0T9D0","2019-09-27 00:00:00","7.000","275.000","0.300","23.600","0.990","1017.900","","18.500","-99.000","-99.000","-99.000","32.700","","20.400",""
"C0I390","2019-09-27 00:00:00","1184.000","92.000","1.800","17.500","0.910","890.600","","0.000","-99.000","-99.000","-99.000","25.400","","15.400",""
"C0B020","2019-09-27 00:00:00","86.000","8.000","5.200","25.500","0.990","1007.100","","1.000","11.300","16.000","","25.600","","24.500",""
"CM0170","2019-09-27 00:00:00","106.000","0.000","0.000","23.600","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","30.500","","21.400",""
"C0F860","2019-09-27 00:00:00","2215.000","74.000","0.600","12.500","1.000","786.300","","0.000","-99.000","-99.000","-99.000","22.200","","9.200",""
"C0U890","2019-09-27 00:00:00","116.000","258.000","1.200","22.400","0.990","1007.100","","134.500","-99.000","-99.000","-99.000","27.800","","20.900",""
"C0G800","2019-09-27 00:00:00","15.000","34.000","3.100","24.600","0.910","1014.000","","0.000","-99.000","-99.000","-99.000","30.000","","21.400",""
"C0F850","2019-09-27 00:00:00","379.000","0.000","0.000","23.100","0.920","972.900","","0.000","-99.000","-99.000","-99.000","30.100","","20.000",""
"C0AH50","2019-09-27 00:00:00","275.000","64.000","3.400","23.700","0.990","987.100","","0.000","-99.000","-99.000","-99.000","25.700","","22.100",""
"C0Z160","2019-09-27 00:00:00","124.000","53.000","0.300","23.500","0.940","1005.000","","0.000","-99.000","-99.000","-99.000","29.600","","18.900",""
"C0K480","2019-09-27 00:00:00","56.000","3.000","0.900","24.300","0.910","1009.500","","0.000","-99.000","-99.000","-99.000","31.100","","21.500",""
"C0H890","2019-09-27 00:00:00","440.000","213.000","0.800","22.700","0.910","966.500","","0.000","-99.000","-99.000","-99.000","30.700","","20.000",""
"C0S770","2019-09-27 00:00:00","375.000","109.000","0.700","23.300","0.860","974.800","","0.000","-99.000","-99.000","-99.000","26.600","","19.300",""
"C0X230","2019-09-27 00:00:00","29.000","20.000","0.800","24.400","0.920","1014.300","","0.000","-99.000","-99.000","-99.000","30.500","","21.500",""
"C0B010","2019-09-27 00:00:00","38.000","68.000","2.900","25.000","0.880","1012.000","","26.500","-99.000","-99.000","-99.000","25.600","","22.000",""
"C1R340","2019-09-27 00:00:00","230.000","-99.000","-99.000","-99.000","0.900","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-09-27 00:00:00","49.000","0.000","0.000","26.100","0.840","1009.900","","0.000","-99.000","-99.000","-99.000","31.400","","24.200",""
"C0V440","2019-09-27 00:00:00","27.000","347.000","1.500","25.600","0.780","1012.400","","0.000","-99.000","-99.000","-99.000","31.500","","23.600",""
"C0SA40","2019-09-27 00:00:00","200.000","325.000","0.800","23.800","0.880","995.400","","0.000","-99.000","-99.000","-99.000","31.200","","19.900",""
"C0Z280","2019-09-27 00:00:00","224.000","183.000","0.300","23.000","0.980","993.900","","0.000","-99.000","-99.000","-99.000","30.800","","19.700",""
"C0Z070","2019-09-27 00:00:00","247.000","358.000","1.600","22.800","0.980","989.900","","0.000","-99.000","-99.000","-99.000","30.200","","19.800",""
"C0T9N0","2019-09-27 00:00:00","261.000","24.000","0.900","22.900","0.950","988.700","","0.000","-99.000","-99.000","-99.000","30.500","","19.400",""
"C0K470","2019-09-27 00:00:00","97.000","64.000","0.300","23.300","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","31.200","","20.700",""
"C0R720","2019-09-27 00:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-09-27 00:00:00","28.000","29.000","2.100","26.000","0.820","1014.700","","0.000","-99.000","-99.000","-99.000","30.000","","24.200",""
"C0H9C0","2019-09-27 00:00:00","3402.000","126.000","2.400","6.700","1.000","681.900","","0.000","-99.000","-99.000","-99.000","17.700","","4.900",""
"C0U780","2019-09-27 00:00:00","15.000","62.000","2.600","24.100","0.910","1017.400","","54.000","-99.000","-99.000","-99.000","28.800","","21.700",""
"C0U760","2019-09-27 00:00:00","22.000","23.000","0.700","23.700","0.990","1017.200","","91.000","-99.000","-99.000","-99.000","30.100","","19.700",""
"C0X290","2019-09-27 00:00:00","10.000","34.000","3.300","25.800","0.900","1015.100","","0.000","-99.000","-99.000","-99.000","28.900","","23.400",""
"C0R420","2019-09-27 00:00:00","504.000","57.000","2.600","21.600","-99.000","955.600","","0.000","-99.000","-99.000","-99.000","25.000","","19.500",""
