"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E790","2019-09-27 03:00:00","344.000","107.000","0.600","22.000","1.000","975.300","","0.000","-99.000","-99.000","-99.000","23.800","","22.000",""
"C0O810","2019-09-27 03:00:00","161.000","23.000","0.500","22.700","0.990","999.200","","0.000","-99.000","-99.000","-99.000","23.100","","22.700",""
"C0R520","2019-09-27 03:00:00","18.000","22.000","0.900","24.700","0.900","1012.300","","0.000","-99.000","-99.000","-99.000","25.900","","24.600",""
"C0G880","2019-09-27 03:00:00","92.000","151.000","0.500","23.700","0.920","1004.900","","0.000","-99.000","-99.000","-99.000","24.700","","23.700",""
"C0X270","2019-09-27 03:00:00","33.000","0.000","0.000","22.700","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","23.400","","22.600",""
"C0R260","2019-09-27 03:00:00","76.000","0.000","0.200","23.400","0.900","1005.700","","0.000","-99.000","-99.000","-99.000","23.700","","23.100",""
"C0U950","2019-09-27 03:00:00","1012.000","47.000","7.300","18.600","1.000","906.600","","2.000","-99.000","-99.000","-99.000","18.800","","17.500",""
"C0O860","2019-09-27 03:00:00","38.000","0.000","0.200","24.100","0.990","1009.700","","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0S980","2019-09-27 03:00:00","901.000","284.000","2.100","18.800","1.000","915.900","","0.000","-99.000","-99.000","-99.000","19.400","","18.800",""
"C0X110","2019-09-27 03:00:00","20.000","76.000","1.700","26.000","0.930","1012.300","","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0V310","2019-09-27 03:00:00","46.000","0.000","0.000","23.200","0.950","1008.100","","0.000","-99.000","-99.000","-99.000","24.400","","23.200",""
"C0G620","2019-09-27 03:00:00","110.000","265.000","1.100","22.900","0.980","1002.600","","0.000","-99.000","-99.000","-99.000","23.600","","22.700",""
"C0AD50","2019-09-27 03:00:00","84.000","78.000","4.300","23.800","1.000","1007.400","","1.000","-99.000","-99.000","-99.000","24.400","","23.700",""
"C0A9A0","2019-09-27 03:00:00","24.000","116.000","1.400","24.300","0.910","1014.100","","1.000","-99.000","-99.000","-99.000","25.800","","24.300",""
"C0O830","2019-09-27 03:00:00","127.000","114.000","0.500","22.800","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0V210","2019-09-27 03:00:00","734.000","0.000","0.100","19.000","0.860","935.000","","0.000","-99.000","-99.000","-99.000","20.500","","19.000",""
"C0A640","2019-09-27 03:00:00","241.000","0.000","0.000","22.200","0.960","991.700","","3.500","-99.000","-99.000","-99.000","22.400","","22.200",""
"C0I420","2019-09-27 03:00:00","305.000","19.000","0.600","22.000","0.940","980.700","","0.000","-99.000","-99.000","-99.000","23.300","","22.000",""
"C0R170","2019-09-27 03:00:00","26.000","19.000","0.600","23.600","1.000","1011.700","","0.000","-99.000","-99.000","-99.000","24.300","","23.600",""
"C0M530","2019-09-27 03:00:00","1385.000","114.000","0.300","16.600","0.860","871.200","","0.000","-99.000","-99.000","-99.000","17.200","","15.700",""
"C0H960","2019-09-27 03:00:00","120.000","212.000","1.500","24.300","1.000","999.700","","0.000","-99.000","-99.000","-99.000","25.700","","24.300",""
"C0V620","2019-09-27 03:00:00","18.000","69.000","0.400","24.700","0.930","1012.600","","0.000","-99.000","-99.000","-99.000","25.500","","24.700",""
"C0X280","2019-09-27 03:00:00","22.000","45.000","1.700","24.600","0.940","1012.300","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0AH40","2019-09-27 03:00:00","426.000","46.000","3.800","22.000","0.970","968.400","","2.500","13.500","43.000","","22.500","","21.900",""
"C0T9A0","2019-09-27 03:00:00","498.000","28.000","0.300","21.000","0.990","961.300","","2.500","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0K390","2019-09-27 03:00:00","31.000","3.000","1.100","23.800","0.920","1011.100","","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0I540","2019-09-27 03:00:00","3344.000","113.000","6.100","7.100","1.000","687.200","","-99.000","-99.000","-99.000","-99.000","7.400","","6.300",""
"C0G890","2019-09-27 03:00:00","24.000","21.000","2.400","24.500","1.000","1011.700","","0.000","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0G720","2019-09-27 03:00:00","50.000","15.000","0.700","24.000","0.950","1008.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0UA40","2019-09-27 03:00:00","1121.000","35.000","0.300","18.100","0.990","894.100","","47.500","-99.000","-99.000","-99.000","18.500","","17.700",""
"C0V400","2019-09-27 03:00:00","56.000","32.000","1.700","24.400","0.940","1007.500","","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0X130","2019-09-27 03:00:00","27.000","0.000","0.100","25.400","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","26.100","","25.400",""
"C0A520","2019-09-27 03:00:00","48.000","63.000","2.200","24.200","0.970","1011.500","","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0U870","2019-09-27 03:00:00","474.000","0.000","0.200","20.600","0.980","964.500","","7.500","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0S690","2019-09-27 03:00:00","522.000","25.000","0.900","21.500","0.850","957.200","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0R150","2019-09-27 03:00:00","105.000","109.000","2.000","24.100","0.990","1001.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0K560","2019-09-27 03:00:00","117.000","0.000","0.000","23.200","0.960","1001.900","","0.000","-99.000","-99.000","-99.000","24.000","","23.100",""
"C1R440","2019-09-27 03:00:00","1654.000","43.000","4.200","15.800","0.810","837.000","","0.000","10.800","40.000","","16.200","","15.400",""
"C0X100","2019-09-27 03:00:00","10.000","8.000","1.600","25.600","0.980","1011.700","","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0K460","2019-09-27 03:00:00","60.000","5.000","1.200","24.200","0.910","1006.900","","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0M740","2019-09-27 03:00:00","15.000","10.000","0.600","24.100","0.920","1012.100","","0.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0SA10","2019-09-27 03:00:00","411.000","68.000","0.300","21.800","0.890","969.900","","0.000","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0R620","2019-09-27 03:00:00","34.000","29.000","3.800","26.100","0.880","1011.100","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0R700","2019-09-27 03:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0B0","2019-09-27 03:00:00","311.000","100.000","0.800","22.100","0.970","979.700","","0.000","-99.000","-99.000","-99.000","23.400","","22.100",""
"C0O970","2019-09-27 03:00:00","71.000","84.000","1.100","22.400","1.000","1007.100","","0.000","-99.000","-99.000","-99.000","23.100","","22.400",""
"C0F9P0","2019-09-27 03:00:00","26.000","33.000","1.900","24.100","0.910","1012.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0R560","2019-09-27 03:00:00","22.000","28.000","0.600","25.200","0.780","1012.300","","0.000","-99.000","-99.000","-99.000","26.200","","24.700",""
"C0X220","2019-09-27 03:00:00","26.000","194.000","1.200","24.200","0.900","1011.400","","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0M680","2019-09-27 03:00:00","37.000","0.000","0.000","24.200","0.930","1011.900","","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0W130","2019-09-27 04:00:00","18.000","27.000","6.100","25.200","0.850","1011.500","","0.000","13.600","31.000","","25.700","","25.200",""
"C0E590","2019-09-27 04:00:00","40.000","122.000","0.600","22.400","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","23.500","","22.300",""
"C0R130","2019-09-27 04:00:00","1040.000","86.000","2.400","19.800","0.600","899.000","","0.000","-99.000","-99.000","-99.000","20.100","","17.900",""
"C0M790","2019-09-27 04:00:00","15.000","21.000","1.000","23.900","0.870","1011.700","","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0E530","2019-09-27 04:00:00","341.000","46.000","0.500","21.800","0.940","976.100","","0.000","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0I520","2019-09-27 04:00:00","3860.000","-99.000","-99.000","4.500","0.930","645.600","","-99.000","-99.000","-99.000","-99.000","4.800","","3.800",""
"C0C590","2019-09-27 04:00:00","72.000","59.000","2.400","24.100","0.830","1007.200","","0.000","7.800","80.000","","24.600","","24.000",""
"C0G780","2019-09-27 04:00:00","27.000","10.000","1.600","24.200","0.890","1011.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0V660","2019-09-27 04:00:00","25.000","8.000","0.500","24.900","0.930","1012.300","","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C0F9R0","2019-09-27 04:00:00","20.000","49.000","0.800","24.000","1.000","1013.200","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0X170","2019-09-27 04:00:00","50.000","47.000","0.900","24.200","0.930","1008.000","","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0K291","2019-09-27 04:00:00","8.000","8.000","1.200","24.000","0.940","1014.000","","0.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0D480","2019-09-27 04:00:00","223.000","0.000","0.000","22.700","0.950","989.200","","0.000","-99.000","-99.000","-99.000","22.900","","22.600",""
"C0F0C0","2019-09-27 04:00:00","983.000","192.000","0.800","18.600","0.910","906.700","","0.000","-99.000","-99.000","-99.000","19.800","","18.200",""
"C0U860","2019-09-27 04:00:00","5.000","23.000","2.100","24.500","0.910","1016.400","","2.000","-99.000","-99.000","-99.000","25.700","","24.200",""
"C0UA50","2019-09-27 04:00:00","808.000","327.000","0.500","19.800","0.990","927.500","","61.500","-99.000","-99.000","-99.000","20.300","","19.500",""
"C0T960","2019-09-27 04:00:00","120.000","0.000","0.200","22.200","0.990","1002.800","","0.500","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0SA80","2019-09-27 04:00:00","136.000","291.000","0.600","22.300","0.950","999.700","","0.000","-99.000","-99.000","-99.000","22.800","","22.300",""
"C0E780","2019-09-27 04:00:00","160.000","63.000","0.300","23.300","0.930","996.700","","0.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0F9Q0","2019-09-27 04:00:00","149.000","0.000","0.000","23.100","1.000","997.000","","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0F9X0","2019-09-27 04:00:00","166.000","1.000","1.200","23.400","0.950","996.400","","0.000","-99.000","-99.000","-99.000","23.600","","23.000",""
"C0F0D0","2019-09-27 04:00:00","3171.000","341.000","0.500","8.500","0.880","702.200","","0.000","-99.000","-99.000","-99.000","9.800","","8.500",""
"C0S730","2019-09-27 04:00:00","110.000","36.000","6.800","25.200","0.920","1002.600","","0.500","14.100","56.000","","25.400","","24.700",""
"C0T790","2019-09-27 04:00:00","2830.000","129.000","2.600","8.800","0.990","731.500","","0.000","-99.000","-99.000","-99.000","9.000","","8.600",""
"C0M830","2019-09-27 04:00:00","540.000","337.000","0.400","19.900","0.990","955.900","","0.000","-99.000","-99.000","-99.000","21.500","","19.900",""
"C0V750","2019-09-27 04:00:00","50.000","42.000","1.600","25.100","1.000","1009.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0K530","2019-09-27 04:00:00","12.000","34.000","2.100","24.500","0.920","1013.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0G850","2019-09-27 04:00:00","62.000","10.000","0.900","25.400","0.910","1006.600","","0.000","-99.000","-99.000","-99.000","26.500","","25.400",""
"C0M780","2019-09-27 04:00:00","30.000","30.000","0.800","23.600","0.920","1011.600","","0.000","-99.000","-99.000","-99.000","24.900","","23.600",""
"C0V360","2019-09-27 04:00:00","94.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K510","2019-09-27 04:00:00","10.000","8.000","0.500","23.700","0.910","1012.700","","0.000","-99.000","-99.000","-99.000","24.700","","23.700",""
"C0D650","2019-09-27 04:00:00","97.000","58.000","3.700","23.800","0.870","1004.600","","0.000","8.900","53.000","","24.300","","23.800",""
"C0V630","2019-09-27 04:00:00","19.000","71.000","1.100","25.000","0.880","1014.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0U910","2019-09-27 04:00:00","17.000","282.000","1.800","22.700","0.970","1014.600","","28.500","-99.000","-99.000","-99.000","24.200","","22.700",""
"C0U600","2019-09-27 04:00:00","10.000","0.000","0.100","22.800","0.990","1015.300","","1.000","-99.000","-99.000","-99.000","25.500","","22.800",""
"C0G820","2019-09-27 04:00:00","29.000","50.000","0.500","23.900","0.930","1010.400","","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0R590","2019-09-27 04:00:00","72.000","1.000","1.200","24.000","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0A9E0","2019-09-27 04:00:00","26.000","84.000","1.300","25.000","0.810","1014.100","","0.500","-99.000","-99.000","-99.000","25.900","","24.400",""
"C0R480","2019-09-27 04:00:00","57.000","29.000","1.300","24.300","0.810","1007.700","","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0X300","2019-09-27 04:00:00","70.000","0.000","0.000","22.500","0.970","1006.300","","0.000","-99.000","-99.000","-99.000","23.800","","22.500",""
"C0A560","2019-09-27 04:00:00","405.000","0.000","0.000","20.900","0.990","970.200","","10.000","-99.000","-99.000","-99.000","21.300","","20.800",""
"C0X190","2019-09-27 04:00:00","10.000","29.000","1.800","25.000","0.990","1012.700","","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0S950","2019-09-27 04:00:00","415.000","220.000","1.600","22.200","0.920","968.500","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0A880","2019-09-27 04:00:00","6.000","55.000","1.000","24.200","0.900","1014.500","","0.000","-99.000","-99.000","-99.000","24.500","","23.400",""
"C0M670","2019-09-27 04:00:00","43.000","325.000","0.700","24.200","0.940","1009.100","","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0Z061","2019-09-27 04:00:00","174.000","327.000","0.900","22.800","0.990","999.500","","0.000","-99.000","-99.000","-99.000","23.300","","22.700",""
"C0M730","2019-09-27 04:00:00","40.000","0.000","0.000","24.500","-99.000","1009.200","","0.000","-99.000","-99.000","-99.000","26.300","","24.500",""
"C0U750","2019-09-27 04:00:00","398.000","39.000","3.200","21.200","1.000","971.300","","2.500","9.600","62.000","","21.500","","20.200",""
"C0K400","2019-09-27 04:00:00","65.000","0.000","0.000","23.900","0.990","1007.700","","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0I370","2019-09-27 04:00:00","671.000","0.000","0.000","20.100","0.930","941.300","","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0S750","2019-09-27 04:00:00","2280.000","273.000","1.100","10.700","0.880","778.000","","0.000","-99.000","-99.000","-99.000","11.200","","10.200",""
"C0R650","2019-09-27 04:00:00","29.000","0.000","0.200","24.100","0.980","1012.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0E740","2019-09-27 04:00:00","27.000","135.000","0.700","23.900","0.920","1011.200","","0.000","-99.000","-99.000","-99.000","25.300","","23.900",""
"C0E550","2019-09-27 04:00:00","84.000","84.000","0.600","22.200","1.000","1006.500","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0X060","2019-09-27 04:00:00","19.000","346.000","0.800","23.500","0.950","1014.000","","0.000","-99.000","-99.000","-99.000","24.500","","23.500",""
"C1R320","2019-09-27 04:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-27 04:00:00","31.000","50.000","0.900","25.000","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","26.000","","24.900",""
"C0AC60","2019-09-27 04:00:00","55.000","87.000","1.200","23.700","0.990","1010.100","","1.500","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0UA70","2019-09-27 04:00:00","547.000","70.000","6.700","21.000","0.990","956.300","","4.500","-99.000","-99.000","-99.000","21.000","","20.600",""
"C0G740","2019-09-27 04:00:00","24.000","11.000","1.300","24.000","0.880","1012.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0F9N0","2019-09-27 04:00:00","75.000","40.000","0.700","25.100","0.890","1006.200","","0.000","-99.000","-99.000","-99.000","26.100","","25.100",""
"C0F9T0","2019-09-27 04:00:00","111.000","330.000","1.000","23.700","0.920","1002.000","","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0S710","2019-09-27 04:00:00","382.000","22.000","1.600","21.100","0.830","973.700","","0.000","-99.000","-99.000","-99.000","22.100","","20.900",""
"C0M680","2019-09-27 04:00:00","37.000","354.000","1.100","23.700","0.950","1011.900","","0.000","-99.000","-99.000","-99.000","25.000","","23.700",""
"C0X220","2019-09-27 04:00:00","26.000","186.000","1.400","24.000","0.910","1011.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0R560","2019-09-27 04:00:00","22.000","0.000","0.000","25.100","0.800","1012.200","","0.000","-99.000","-99.000","-99.000","26.200","","24.700",""
"C0F9P0","2019-09-27 04:00:00","26.000","46.000","1.500","24.000","0.920","1012.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0O970","2019-09-27 04:00:00","71.000","57.000","1.500","22.200","1.000","1006.800","","0.000","-99.000","-99.000","-99.000","23.100","","22.100",""
"C0F0B0","2019-09-27 04:00:00","311.000","340.000","0.300","22.000","0.970","979.700","","0.000","-99.000","-99.000","-99.000","23.400","","21.800",""
"C0R700","2019-09-27 04:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-09-27 04:00:00","34.000","29.000","3.500","26.400","0.850","1011.000","","0.000","9.000","48.000","","27.000","","26.100",""
"C0C660","2019-09-27 04:00:00","176.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA10","2019-09-27 04:00:00","411.000","60.000","0.500","21.300","0.900","969.500","","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0M740","2019-09-27 04:00:00","15.000","0.000","0.000","23.900","0.920","1012.200","","0.000","-99.000","-99.000","-99.000","25.000","","23.900",""
"C0K460","2019-09-27 04:00:00","60.000","336.000","1.200","23.800","0.920","1006.800","","0.000","-99.000","-99.000","-99.000","24.900","","23.800",""
"C0X100","2019-09-27 04:00:00","10.000","49.000","0.800","25.500","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C1R440","2019-09-27 04:00:00","1654.000","42.000","5.000","16.300","0.790","837.000","","0.000","-99.000","-99.000","-99.000","16.300","","15.400",""
"C0K560","2019-09-27 04:00:00","117.000","118.000","0.400","22.800","0.950","1001.800","","0.000","-99.000","-99.000","-99.000","24.000","","22.800",""
"C0R150","2019-09-27 04:00:00","105.000","101.000","1.400","24.200","0.990","1001.200","","0.000","-99.000","-99.000","-99.000","24.700","","23.900",""
"C0S690","2019-09-27 04:00:00","522.000","25.000","1.200","21.000","0.890","957.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.900",""
"C0U870","2019-09-27 04:00:00","474.000","3.000","0.300","20.700","0.980","964.300","","8.500","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0A520","2019-09-27 04:00:00","48.000","67.000","3.200","23.900","0.990","1011.500","","0.500","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0X130","2019-09-27 04:00:00","27.000","19.000","0.500","25.000","1.000","1011.200","","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0V400","2019-09-27 04:00:00","56.000","120.000","1.300","24.300","0.930","1007.300","","0.000","-99.000","-99.000","-99.000","25.300","","24.300",""
"C0UA40","2019-09-27 04:00:00","1121.000","209.000","0.400","18.400","0.990","894.000","","59.500","-99.000","-99.000","-99.000","18.500","","17.700",""
"C0G720","2019-09-27 04:00:00","50.000","322.000","1.100","23.600","1.000","1008.500","","0.000","-99.000","-99.000","-99.000","24.700","","23.600",""
"C0G890","2019-09-27 04:00:00","24.000","28.000","3.000","24.600","0.990","1011.600","","0.000","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0I540","2019-09-27 04:00:00","3344.000","121.000","4.700","7.100","1.000","687.200","","-99.000","-99.000","-99.000","-99.000","7.400","","6.300",""
"C0K390","2019-09-27 04:00:00","31.000","39.000","0.800","23.600","0.930","1011.000","","0.000","-99.000","-99.000","-99.000","24.800","","23.600",""
"C0T9A0","2019-09-27 04:00:00","498.000","328.000","0.300","21.100","0.990","960.900","","2.500","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0AH40","2019-09-27 04:00:00","426.000","50.000","3.800","22.200","0.960","968.400","","2.500","11.900","36.000","","22.500","","21.900",""
"C0X280","2019-09-27 04:00:00","22.000","53.000","1.400","24.400","0.940","1012.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0V620","2019-09-27 04:00:00","18.000","70.000","0.600","24.300","0.940","1012.200","","0.000","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0H960","2019-09-27 04:00:00","120.000","207.000","0.600","24.700","0.990","999.500","","0.000","-99.000","-99.000","-99.000","25.700","","24.300",""
"C0M530","2019-09-27 04:00:00","1385.000","165.000","0.400","17.000","0.840","871.200","","0.000","-99.000","-99.000","-99.000","17.400","","15.700",""
"C0R170","2019-09-27 04:00:00","26.000","29.000","0.300","24.000","1.000","1011.500","","0.000","-99.000","-99.000","-99.000","24.300","","23.600",""
"C0I420","2019-09-27 04:00:00","305.000","0.000","0.000","21.800","0.940","980.500","","0.000","-99.000","-99.000","-99.000","23.300","","21.800",""
"C0A640","2019-09-27 04:00:00","241.000","204.000","0.300","22.100","0.960","991.600","","4.000","-99.000","-99.000","-99.000","22.400","","22.100",""
"C0A930","2019-09-27 04:00:00","216.000","242.000","0.800","22.900","1.000","991.200","","0.000","-99.000","-99.000","-99.000","23.200","","22.900",""
"C0F9M0","2019-09-27 04:00:00","230.000","317.000","0.700","23.500","0.990","988.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0AC40","2019-09-27 04:00:00","1079.000","247.000","2.500","17.200","0.980","896.100","","5.000","12.600","90.000","","17.500","","16.600",""
"C0AI00","2019-09-27 04:00:00","188.000","45.000","0.400","23.000","0.960","995.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.000",""
"C0T9M0","2019-09-27 04:00:00","92.000","312.000","3.600","23.900","0.910","1006.600","","0.000","-99.000","-99.000","-99.000","25.200","","23.600",""
"C0K430","2019-09-27 04:00:00","30.000","332.000","1.100","23.200","0.920","1012.100","","0.000","-99.000","-99.000","-99.000","24.400","","23.200",""
"C0Z170","2019-09-27 04:00:00","199.000","257.000","0.600","22.700","0.890","995.400","","0.000","-99.000","-99.000","-99.000","23.600","","22.700",""
"C0Z100","2019-09-27 04:00:00","36.000","245.000","1.000","23.500","0.980","1014.100","","0.500","-99.000","-99.000","-99.000","23.700","","23.500",""
"C0U710","2019-09-27 04:00:00","1942.000","149.000","0.900","14.000","0.990","812.200","","0.500","-99.000","-99.000","-99.000","14.200","","13.300",""
"C0SA30","2019-09-27 04:00:00","92.000","356.000","1.400","24.900","0.810","1005.900","","0.000","-99.000","-99.000","-99.000","26.000","","24.700",""
"C0V500","2019-09-27 04:00:00","6.000","54.000","1.000","26.200","0.820","1012.300","","0.000","-99.000","-99.000","-99.000","27.500","","26.200",""
"C0V350","2019-09-27 04:00:00","36.000","269.000","1.000","23.100","0.930","1011.400","","0.000","-99.000","-99.000","-99.000","23.900","","23.100",""
"C0W120","2019-09-27 04:00:00","58.000","17.000","7.100","24.300","0.880","1008.500","","0.000","13.100","9.000","","24.500","","24.300",""
"C0R470","2019-09-27 04:00:00","103.000","32.000","0.800","24.200","0.860","1003.100","","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0M770","2019-09-27 04:00:00","164.000","0.000","0.000","23.500","1.000","995.400","","0.000","-99.000","-99.000","-99.000","24.500","","23.400",""
"C0S930","2019-09-27 04:00:00","248.000","251.000","0.600","22.100","0.850","988.200","","0.000","-99.000","-99.000","-99.000","23.400","","22.100",""
"C0F9Y0","2019-09-27 04:00:00","3313.000","203.000","3.100","7.300","0.950","690.700","","0.000","9.000","215.000","","7.600","","6.300",""
"C0E790","2019-09-27 04:00:00","344.000","27.000","0.600","21.700","1.000","975.300","","0.000","-99.000","-99.000","-99.000","23.800","","21.700",""
"C0O810","2019-09-27 04:00:00","161.000","306.000","0.300","22.700","0.990","999.200","","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0R520","2019-09-27 04:00:00","18.000","325.000","0.300","24.600","0.900","1012.200","","0.000","-99.000","-99.000","-99.000","25.900","","24.600",""
"C0G880","2019-09-27 04:00:00","92.000","0.000","0.000","23.600","0.910","1004.600","","0.000","-99.000","-99.000","-99.000","24.700","","23.600",""
"C0X270","2019-09-27 04:00:00","33.000","0.000","0.000","22.400","1.000","1011.600","","0.000","-99.000","-99.000","-99.000","23.400","","22.400",""
"C0R260","2019-09-27 04:00:00","76.000","94.000","0.500","23.000","0.930","1005.500","","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0U950","2019-09-27 04:00:00","1012.000","42.000","5.500","18.800","1.000","906.800","","2.000","-99.000","-99.000","-99.000","18.800","","17.500",""
"C0O860","2019-09-27 04:00:00","38.000","68.000","0.400","23.900","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0S980","2019-09-27 04:00:00","901.000","294.000","1.500","18.800","1.000","915.700","","0.000","-99.000","-99.000","-99.000","19.400","","18.700",""
"C0X110","2019-09-27 04:00:00","20.000","68.000","1.400","26.000","0.930","1012.100","","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0V310","2019-09-27 04:00:00","46.000","0.000","0.000","23.000","0.960","1008.000","","0.000","-99.000","-99.000","-99.000","24.400","","23.000",""
"C0G620","2019-09-27 04:00:00","110.000","283.000","1.300","22.600","0.980","1002.500","","0.000","-99.000","-99.000","-99.000","23.600","","22.600",""
"C0AD50","2019-09-27 04:00:00","84.000","91.000","2.900","23.400","1.000","1007.500","","1.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0A9A0","2019-09-27 04:00:00","24.000","0.000","0.200","24.400","0.910","1013.900","","1.000","-99.000","-99.000","-99.000","25.800","","24.100",""
"C0O830","2019-09-27 04:00:00","127.000","0.000","0.100","22.600","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0S760","2019-09-27 04:00:00","1621.000","360.000","1.500","16.500","0.670","843.000","","0.000","-99.000","-99.000","-99.000","16.600","","14.800",""
"C0X160","2019-09-27 04:00:00","26.000","17.000","1.600","24.900","0.940","1011.500","","0.000","-99.000","-99.000","-99.000","26.100","","24.900",""
"C0C490","2019-09-27 04:00:00","157.000","91.000","2.000","23.600","0.950","998.200","","0.500","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0F970","2019-09-27 04:00:00","145.000","0.000","0.100","24.100","0.880","997.300","","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0M690","2019-09-27 04:00:00","33.000","333.000","0.500","23.700","0.950","1010.000","","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
